location,target_end_date,target_type,true_value,location_name,population
AT,2021-04-17,Deaths,250,Austria,8809212
AT,2021-04-24,Deaths,236,Austria,8809212
AT,2021-05-01,Deaths,176,Austria,8809212
AT,2021-05-08,Deaths,174,Austria,8809212
AT,2021-05-15,Deaths,130,Austria,8809212
AT,2021-05-22,Deaths,77,Austria,8809212
AT,2021-05-29,Deaths,76,Austria,8809212
AT,2021-06-05,Deaths,64,Austria,8809212
AT,2021-06-12,Deaths,35,Austria,8809212
AT,2021-06-19,Deaths,31,Austria,8809212
AT,2021-06-26,Deaths,34,Austria,8809212
AT,2021-07-03,Deaths,15,Austria,8809212
AT,2021-07-10,Deaths,19,Austria,8809212
AT,2021-07-17,Deaths,12,Austria,8809212
AT,2021-07-24,Deaths,11,Austria,8809212
AT,2021-07-31,Deaths,14,Austria,8809212
AT,2021-08-07,Deaths,23,Austria,8809212
AT,2021-08-14,Deaths,13,Austria,8809212
AT,2021-08-21,Deaths,14,Austria,8809212
AT,2021-08-28,Deaths,24,Austria,8809212
AT,2021-09-04,Deaths,37,Austria,8809212
AT,2021-09-11,Deaths,54,Austria,8809212
AT,2021-09-18,Deaths,68,Austria,8809212
AT,2021-09-25,Deaths,79,Austria,8809212
AT,2021-10-02,Deaths,76,Austria,8809212
AT,2021-10-09,Deaths,78,Austria,8809212
AT,2021-10-16,Deaths,83,Austria,8809212
AT,2021-10-23,Deaths,107,Austria,8809212
AT,2021-10-30,Deaths,141,Austria,8809212
AT,2021-11-06,Deaths,171,Austria,8809212
AT,2021-11-13,Deaths,264,Austria,8809212
AT,2021-11-20,Deaths,379,Austria,8809212
AT,2021-11-27,Deaths,449,Austria,8809212
AT,2021-12-04,Deaths,493,Austria,8809212
AT,2021-12-11,Deaths,456,Austria,8809212
AT,2021-12-18,Deaths,327,Austria,8809212
AT,2021-12-25,Deaths,213,Austria,8809212
AT,2022-01-01,Deaths,161,Austria,8809212
AT,2022-01-08,Deaths,86,Austria,8809212
AT,2022-01-15,Deaths,75,Austria,8809212
AT,2022-01-22,Deaths,67,Austria,8809212
AT,2022-01-29,Deaths,99,Austria,8809212
AT,2022-02-05,Deaths,125,Austria,8809212
AT,2022-02-12,Deaths,150,Austria,8809212
AT,2022-02-19,Deaths,209,Austria,8809212
AT,2022-02-26,Deaths,188,Austria,8809212
AT,2022-03-05,Deaths,230,Austria,8809212
AT,2022-03-12,Deaths,197,Austria,8809212
AT,2022-03-19,Deaths,213,Austria,8809212
AT,2022-03-26,Deaths,275,Austria,8809212
AT,2022-04-02,Deaths,286,Austria,8809212
AT,2022-04-09,Deaths,250,Austria,8809212
AT,2022-04-16,Deaths,185,Austria,8809212
AT,2022-04-23,Deaths,137,Austria,8809212
AT,2022-04-30,Deaths,109,Austria,8809212
AT,2022-05-07,Deaths,65,Austria,8809212
AT,2022-05-14,Deaths,35,Austria,8809212
AT,2022-05-21,Deaths,29,Austria,8809212
AT,2022-05-28,Deaths,40,Austria,8809212
AT,2022-06-04,Deaths,43,Austria,8809212
AT,2022-06-11,Deaths,25,Austria,8809212
AT,2022-06-18,Deaths,21,Austria,8809212
AT,2022-06-25,Deaths,31,Austria,8809212
AT,2022-07-02,Deaths,42,Austria,8809212
AT,2022-07-09,Deaths,42,Austria,8809212
AT,2022-07-16,Deaths,64,Austria,8809212
AT,2022-07-23,Deaths,63,Austria,8809212
AT,2022-07-30,Deaths,91,Austria,8809212
AT,2022-08-06,Deaths,94,Austria,8809212
AT,2022-08-13,Deaths,74,Austria,8809212
AT,2022-08-20,Deaths,61,Austria,8809212
AT,2022-08-27,Deaths,67,Austria,8809212
AT,2022-09-03,Deaths,46,Austria,8809212
AT,2022-09-10,Deaths,19,Austria,8809212
AT,2022-09-17,Deaths,-8,Austria,8809212
AT,2022-09-24,Deaths,42,Austria,8809212
AT,2022-10-01,Deaths,42,Austria,8809212
AT,2022-10-08,Deaths,69,Austria,8809212
AT,2022-10-15,Deaths,99,Austria,8809212
AT,2022-10-22,Deaths,58,Austria,8809212
AT,2022-10-29,Deaths,-4,Austria,8809212
AT,2022-11-05,Deaths,60,Austria,8809212
AT,2022-11-12,Deaths,54,Austria,8809212
AT,2022-11-19,Deaths,53,Austria,8809212
AT,2022-11-26,Deaths,44,Austria,8809212
AT,2022-12-03,Deaths,44,Austria,8809212
BE,2020-01-25,Deaths,0,Belgium,11372068
BE,2020-02-01,Deaths,0,Belgium,11372068
BE,2020-02-08,Deaths,0,Belgium,11372068
BE,2020-02-15,Deaths,0,Belgium,11372068
BE,2020-02-22,Deaths,0,Belgium,11372068
BE,2020-02-29,Deaths,0,Belgium,11372068
BE,2020-03-07,Deaths,0,Belgium,11372068
BE,2020-03-14,Deaths,4,Belgium,11372068
BE,2020-03-21,Deaths,63,Belgium,11372068
BE,2020-03-28,Deaths,286,Belgium,11372068
BE,2020-04-04,Deaths,930,Belgium,11372068
BE,2020-04-11,Deaths,2063,Belgium,11372068
BE,2020-04-18,Deaths,2107,Belgium,11372068
BE,2020-04-25,Deaths,1464,Belgium,11372068
BE,2020-05-02,Deaths,848,Belgium,11372068
BE,2020-05-09,Deaths,816,Belgium,11372068
BE,2020-05-16,Deaths,424,Belgium,11372068
BE,2020-05-23,Deaths,232,Belgium,11372068
BE,2020-05-30,Deaths,216,Belgium,11372068
BE,2020-06-06,Deaths,127,Belgium,11372068
BE,2020-06-13,Deaths,70,Belgium,11372068
BE,2020-06-20,Deaths,46,Belgium,11372068
BE,2020-06-27,Deaths,36,Belgium,11372068
BE,2020-07-04,Deaths,39,Belgium,11372068
BE,2020-07-11,Deaths,11,Belgium,11372068
BE,2020-07-18,Deaths,18,Belgium,11372068
BE,2020-07-25,Deaths,21,Belgium,11372068
BE,2020-08-01,Deaths,24,Belgium,11372068
BE,2020-08-08,Deaths,25,Belgium,11372068
BE,2020-08-15,Deaths,65,Belgium,11372068
BE,2020-08-22,Deaths,53,Belgium,11372068
BE,2020-08-29,Deaths,-97,Belgium,11372068
BE,2020-09-05,Deaths,15,Belgium,11372068
BE,2020-09-12,Deaths,17,Belgium,11372068
BE,2020-09-19,Deaths,21,Belgium,11372068
BE,2020-09-26,Deaths,30,Belgium,11372068
BE,2020-10-03,Deaths,70,Belgium,11372068
BE,2020-10-10,Deaths,131,Belgium,11372068
BE,2020-10-17,Deaths,217,Belgium,11372068
BE,2020-10-24,Deaths,345,Belgium,11372068
BE,2020-10-31,Deaths,888,Belgium,11372068
BE,2020-11-07,Deaths,1282,Belgium,11372068
BE,2020-11-14,Deaths,1396,Belgium,11372068
BE,2020-11-21,Deaths,1219,Belgium,11372068
BE,2020-11-28,Deaths,939,Belgium,11372068
BE,2020-12-05,Deaths,793,Belgium,11372068
BE,2020-12-12,Deaths,538,Belgium,11372068
BE,2020-12-19,Deaths,753,Belgium,11372068
BE,2020-12-26,Deaths,613,Belgium,11372068
BE,2021-01-02,Deaths,486,Belgium,11372068
BE,2021-01-09,Deaths,394,Belgium,11372068
BE,2021-01-16,Deaths,358,Belgium,11372068
BE,2021-01-23,Deaths,330,Belgium,11372068
BE,2021-01-30,Deaths,340,Belgium,11372068
BE,2021-02-06,Deaths,286,Belgium,11372068
BE,2021-02-13,Deaths,282,Belgium,11372068
BE,2021-02-20,Deaths,253,Belgium,11372068
BE,2021-02-27,Deaths,165,Belgium,11372068
BE,2021-03-06,Deaths,188,Belgium,11372068
BE,2021-03-13,Deaths,181,Belgium,11372068
BE,2021-03-20,Deaths,229,Belgium,11372068
BE,2021-03-27,Deaths,220,Belgium,11372068
BE,2021-04-03,Deaths,260,Belgium,11372068
BE,2021-04-10,Deaths,298,Belgium,11372068
BE,2021-04-17,Deaths,290,Belgium,11372068
BE,2021-04-24,Deaths,272,Belgium,11372068
BE,2021-05-01,Deaths,268,Belgium,11372068
BE,2021-05-08,Deaths,253,Belgium,11372068
BE,2021-05-15,Deaths,175,Belgium,11372068
BE,2021-05-22,Deaths,137,Belgium,11372068
BE,2021-05-29,Deaths,98,Belgium,11372068
BE,2021-06-05,Deaths,98,Belgium,11372068
BE,2021-06-12,Deaths,62,Belgium,11372068
BE,2021-06-19,Deaths,51,Belgium,11372068
BE,2021-06-26,Deaths,28,Belgium,11372068
BE,2021-07-03,Deaths,25,Belgium,11372068
BE,2021-07-10,Deaths,13,Belgium,11372068
BE,2021-07-17,Deaths,11,Belgium,11372068
BE,2021-07-24,Deaths,11,Belgium,11372068
BE,2021-07-31,Deaths,21,Belgium,11372068
BE,2021-08-07,Deaths,27,Belgium,11372068
BE,2021-08-14,Deaths,19,Belgium,11372068
BE,2021-08-21,Deaths,33,Belgium,11372068
BE,2021-08-28,Deaths,40,Belgium,11372068
BE,2021-09-04,Deaths,37,Belgium,11372068
BE,2021-09-11,Deaths,57,Belgium,11372068
BE,2021-09-18,Deaths,43,Belgium,11372068
BE,2021-09-25,Deaths,57,Belgium,11372068
BE,2021-10-02,Deaths,58,Belgium,11372068
BE,2021-10-09,Deaths,63,Belgium,11372068
BE,2021-10-16,Deaths,72,Belgium,11372068
BE,2021-10-23,Deaths,99,Belgium,11372068
BE,2021-10-30,Deaths,148,Belgium,11372068
BE,2021-11-06,Deaths,137,Belgium,11372068
BE,2021-11-13,Deaths,190,Belgium,11372068
BE,2021-11-20,Deaths,247,Belgium,11372068
BE,2021-11-27,Deaths,272,Belgium,11372068
BE,2021-12-04,Deaths,327,Belgium,11372068
BE,2021-12-11,Deaths,337,Belgium,11372068
BE,2021-12-18,Deaths,391,Belgium,11372068
BE,2021-12-25,Deaths,254,Belgium,11372068
BE,2022-01-01,Deaths,182,Belgium,11372068
BE,2022-01-08,Deaths,128,Belgium,11372068
BE,2022-01-15,Deaths,153,Belgium,11372068
BE,2022-01-22,Deaths,168,Belgium,11372068
BE,2022-01-29,Deaths,177,Belgium,11372068
BE,2022-02-05,Deaths,270,Belgium,11372068
BE,2022-02-12,Deaths,397,Belgium,11372068
BE,2022-02-19,Deaths,296,Belgium,11372068
BE,2022-02-26,Deaths,201,Belgium,11372068
BE,2022-03-05,Deaths,138,Belgium,11372068
BE,2022-03-12,Deaths,149,Belgium,11372068
BE,2022-03-19,Deaths,121,Belgium,11372068
BE,2022-03-26,Deaths,157,Belgium,11372068
BE,2022-04-02,Deaths,140,Belgium,11372068
BE,2022-04-09,Deaths,171,Belgium,11372068
BE,2022-04-16,Deaths,168,Belgium,11372068
BE,2022-04-23,Deaths,154,Belgium,11372068
BE,2022-04-30,Deaths,120,Belgium,11372068
BE,2022-05-07,Deaths,113,Belgium,11372068
BE,2022-05-14,Deaths,61,Belgium,11372068
BE,2022-05-21,Deaths,62,Belgium,11372068
BE,2022-05-28,Deaths,52,Belgium,11372068
BE,2022-06-04,Deaths,41,Belgium,11372068
BE,2022-06-11,Deaths,48,Belgium,11372068
BE,2022-06-18,Deaths,40,Belgium,11372068
BE,2022-06-25,Deaths,27,Belgium,11372068
BE,2022-07-02,Deaths,35,Belgium,11372068
BE,2022-07-09,Deaths,59,Belgium,11372068
BE,2022-07-16,Deaths,74,Belgium,11372068
BE,2022-07-23,Deaths,67,Belgium,11372068
BE,2022-07-30,Deaths,110,Belgium,11372068
BE,2022-08-06,Deaths,68,Belgium,11372068
BE,2022-08-13,Deaths,68,Belgium,11372068
BE,2022-08-20,Deaths,72,Belgium,11372068
BE,2022-08-27,Deaths,60,Belgium,11372068
BE,2022-09-03,Deaths,38,Belgium,11372068
BE,2022-09-10,Deaths,41,Belgium,11372068
BE,2022-09-17,Deaths,50,Belgium,11372068
BE,2022-09-24,Deaths,22,Belgium,11372068
BE,2022-10-01,Deaths,26,Belgium,11372068
BE,2022-10-08,Deaths,43,Belgium,11372068
BE,2022-10-15,Deaths,60,Belgium,11372068
BE,2022-10-22,Deaths,70,Belgium,11372068
BE,2022-10-29,Deaths,56,Belgium,11372068
BE,2022-11-05,Deaths,39,Belgium,11372068
BE,2022-11-12,Deaths,35,Belgium,11372068
BE,2022-11-19,Deaths,45,Belgium,11372068
BE,2022-11-26,Deaths,21,Belgium,11372068
BE,2022-12-03,Deaths,19,Belgium,11372068
BG,2020-01-25,Deaths,0,Bulgaria,7075991
BG,2020-02-01,Deaths,0,Bulgaria,7075991
BG,2020-02-08,Deaths,0,Bulgaria,7075991
BG,2020-02-15,Deaths,0,Bulgaria,7075991
BG,2020-02-22,Deaths,0,Bulgaria,7075991
BG,2020-02-29,Deaths,0,Bulgaria,7075991
BG,2020-03-07,Deaths,0,Bulgaria,7075991
BG,2020-03-14,Deaths,2,Bulgaria,7075991
BG,2020-03-21,Deaths,1,Bulgaria,7075991
BG,2020-03-28,Deaths,4,Bulgaria,7075991
BG,2020-04-04,Deaths,10,Bulgaria,7075991
BG,2020-04-11,Deaths,11,Bulgaria,7075991
BG,2020-04-18,Deaths,13,Bulgaria,7075991
BG,2020-04-25,Deaths,14,Bulgaria,7075991
BG,2020-05-02,Deaths,17,Bulgaria,7075991
BG,2020-05-09,Deaths,18,Bulgaria,7075991
BG,2020-05-16,Deaths,15,Bulgaria,7075991
BG,2020-05-23,Deaths,21,Bulgaria,7075991
BG,2020-05-30,Deaths,13,Bulgaria,7075991
BG,2020-06-06,Deaths,21,Bulgaria,7075991
BG,2020-06-13,Deaths,12,Bulgaria,7075991
BG,2020-06-20,Deaths,27,Bulgaria,7075991
BG,2020-06-27,Deaths,17,Bulgaria,7075991
BG,2020-07-04,Deaths,25,Bulgaria,7075991
BG,2020-07-11,Deaths,26,Bulgaria,7075991
BG,2020-07-18,Deaths,32,Bulgaria,7075991
BG,2020-07-25,Deaths,39,Bulgaria,7075991
BG,2020-08-01,Deaths,47,Bulgaria,7075991
BG,2020-08-08,Deaths,60,Bulgaria,7075991
BG,2020-08-15,Deaths,50,Bulgaria,7075991
BG,2020-08-22,Deaths,44,Bulgaria,7075991
BG,2020-08-29,Deaths,66,Bulgaria,7075991
BG,2020-09-05,Deaths,66,Bulgaria,7075991
BG,2020-09-12,Deaths,46,Bulgaria,7075991
BG,2020-09-19,Deaths,38,Bulgaria,7075991
BG,2020-09-26,Deaths,34,Bulgaria,7075991
BG,2020-10-03,Deaths,52,Bulgaria,7075991
BG,2020-10-10,Deaths,50,Bulgaria,7075991
BG,2020-10-17,Deaths,77,Bulgaria,7075991
BG,2020-10-24,Deaths,116,Bulgaria,7075991
BG,2020-10-31,Deaths,195,Bulgaria,7075991
BG,2020-11-07,Deaths,353,Bulgaria,7075991
BG,2020-11-14,Deaths,459,Bulgaria,7075991
BG,2020-11-21,Deaths,729,Bulgaria,7075991
BG,2020-11-28,Deaths,929,Bulgaria,7075991
BG,2020-12-05,Deaths,980,Bulgaria,7075991
BG,2020-12-12,Deaths,897,Bulgaria,7075991
BG,2020-12-19,Deaths,925,Bulgaria,7075991
BG,2020-12-26,Deaths,572,Bulgaria,7075991
BG,2021-01-02,Deaths,521,Bulgaria,7075991
BG,2021-01-09,Deaths,453,Bulgaria,7075991
BG,2021-01-16,Deaths,377,Bulgaria,7075991
BG,2021-01-23,Deaths,337,Bulgaria,7075991
BG,2021-01-30,Deaths,217,Bulgaria,7075991
BG,2021-02-06,Deaths,283,Bulgaria,7075991
BG,2021-02-13,Deaths,297,Bulgaria,7075991
BG,2021-02-20,Deaths,231,Bulgaria,7075991
BG,2021-02-27,Deaths,328,Bulgaria,7075991
BG,2021-03-06,Deaths,426,Bulgaria,7075991
BG,2021-03-13,Deaths,641,Bulgaria,7075991
BG,2021-03-20,Deaths,732,Bulgaria,7075991
BG,2021-03-27,Deaths,684,Bulgaria,7075991
BG,2021-04-03,Deaths,857,Bulgaria,7075991
BG,2021-04-10,Deaths,844,Bulgaria,7075991
BG,2021-04-17,Deaths,787,Bulgaria,7075991
BG,2021-04-24,Deaths,721,Bulgaria,7075991
BG,2021-05-01,Deaths,585,Bulgaria,7075991
BG,2021-05-08,Deaths,458,Bulgaria,7075991
BG,2021-05-15,Deaths,348,Bulgaria,7075991
BG,2021-05-22,Deaths,237,Bulgaria,7075991
BG,2021-05-29,Deaths,170,Bulgaria,7075991
BG,2021-06-05,Deaths,156,Bulgaria,7075991
BG,2021-06-12,Deaths,85,Bulgaria,7075991
BG,2021-06-19,Deaths,91,Bulgaria,7075991
BG,2021-06-26,Deaths,38,Bulgaria,7075991
BG,2021-07-03,Deaths,57,Bulgaria,7075991
BG,2021-07-10,Deaths,56,Bulgaria,7075991
BG,2021-07-17,Deaths,29,Bulgaria,7075991
BG,2021-07-24,Deaths,24,Bulgaria,7075991
BG,2021-07-31,Deaths,20,Bulgaria,7075991
BG,2021-08-07,Deaths,39,Bulgaria,7075991
BG,2021-08-14,Deaths,87,Bulgaria,7075991
BG,2021-08-21,Deaths,128,Bulgaria,7075991
BG,2021-08-28,Deaths,238,Bulgaria,7075991
BG,2021-09-04,Deaths,378,Bulgaria,7075991
BG,2021-09-11,Deaths,386,Bulgaria,7075991
BG,2021-09-18,Deaths,516,Bulgaria,7075991
BG,2021-09-25,Deaths,464,Bulgaria,7075991
BG,2021-10-02,Deaths,546,Bulgaria,7075991
BG,2021-10-09,Deaths,621,Bulgaria,7075991
BG,2021-10-16,Deaths,615,Bulgaria,7075991
BG,2021-10-23,Deaths,802,Bulgaria,7075991
BG,2021-10-30,Deaths,885,Bulgaria,7075991
BG,2021-11-06,Deaths,1087,Bulgaria,7075991
BG,2021-11-13,Deaths,1186,Bulgaria,7075991
BG,2021-11-20,Deaths,989,Bulgaria,7075991
BG,2021-11-27,Deaths,863,Bulgaria,7075991
BG,2021-12-04,Deaths,762,Bulgaria,7075991
BG,2021-12-11,Deaths,681,Bulgaria,7075991
BG,2021-12-18,Deaths,561,Bulgaria,7075991
BG,2021-12-25,Deaths,481,Bulgaria,7075991
BG,2022-01-01,Deaths,455,Bulgaria,7075991
BG,2022-01-08,Deaths,533,Bulgaria,7075991
BG,2022-01-15,Deaths,526,Bulgaria,7075991
BG,2022-01-22,Deaths,594,Bulgaria,7075991
BG,2022-01-29,Deaths,485,Bulgaria,7075991
BG,2022-02-05,Deaths,607,Bulgaria,7075991
BG,2022-02-12,Deaths,631,Bulgaria,7075991
BG,2022-02-19,Deaths,639,Bulgaria,7075991
BG,2022-02-26,Deaths,460,Bulgaria,7075991
BG,2022-03-05,Deaths,353,Bulgaria,7075991
BG,2022-03-12,Deaths,273,Bulgaria,7075991
BG,2022-03-19,Deaths,188,Bulgaria,7075991
BG,2022-03-26,Deaths,157,Bulgaria,7075991
BG,2022-04-02,Deaths,136,Bulgaria,7075991
BG,2022-04-09,Deaths,127,Bulgaria,7075991
BG,2022-04-16,Deaths,90,Bulgaria,7075991
BG,2022-04-23,Deaths,67,Bulgaria,7075991
BG,2022-04-30,Deaths,64,Bulgaria,7075991
BG,2022-05-07,Deaths,53,Bulgaria,7075991
BG,2022-05-14,Deaths,79,Bulgaria,7075991
BG,2022-05-21,Deaths,45,Bulgaria,7075991
BG,2022-05-28,Deaths,43,Bulgaria,7075991
BG,2022-06-04,Deaths,30,Bulgaria,7075991
BG,2022-06-11,Deaths,33,Bulgaria,7075991
BG,2022-06-18,Deaths,28,Bulgaria,7075991
BG,2022-06-25,Deaths,22,Bulgaria,7075991
BG,2022-07-02,Deaths,11,Bulgaria,7075991
BG,2022-07-09,Deaths,9,Bulgaria,7075991
BG,2022-07-16,Deaths,25,Bulgaria,7075991
BG,2022-07-23,Deaths,38,Bulgaria,7075991
BG,2022-07-30,Deaths,48,Bulgaria,7075991
BG,2022-08-06,Deaths,54,Bulgaria,7075991
BG,2022-08-13,Deaths,55,Bulgaria,7075991
BG,2022-08-20,Deaths,55,Bulgaria,7075991
BG,2022-08-27,Deaths,44,Bulgaria,7075991
BG,2022-09-03,Deaths,26,Bulgaria,7075991
BG,2022-09-10,Deaths,35,Bulgaria,7075991
BG,2022-09-17,Deaths,30,Bulgaria,7075991
BG,2022-09-24,Deaths,21,Bulgaria,7075991
BG,2022-10-01,Deaths,21,Bulgaria,7075991
BG,2022-10-08,Deaths,28,Bulgaria,7075991
BG,2022-10-15,Deaths,38,Bulgaria,7075991
BG,2022-10-22,Deaths,37,Bulgaria,7075991
BG,2022-10-29,Deaths,39,Bulgaria,7075991
BG,2022-11-05,Deaths,56,Bulgaria,7075991
BG,2022-11-12,Deaths,37,Bulgaria,7075991
BG,2022-11-19,Deaths,44,Bulgaria,7075991
BG,2022-11-26,Deaths,30,Bulgaria,7075991
BG,2022-12-03,Deaths,22,Bulgaria,7075991
CH,2020-01-25,Deaths,0,Switzerland,8466017
CH,2020-02-01,Deaths,0,Switzerland,8466017
CH,2020-02-08,Deaths,0,Switzerland,8466017
CH,2020-02-15,Deaths,0,Switzerland,8466017
CH,2020-02-22,Deaths,0,Switzerland,8466017
CH,2020-02-29,Deaths,0,Switzerland,8466017
CH,2020-03-07,Deaths,1,Switzerland,8466017
CH,2020-03-14,Deaths,13,Switzerland,8466017
CH,2020-03-21,Deaths,84,Switzerland,8466017
CH,2020-03-28,Deaths,231,Switzerland,8466017
CH,2020-04-04,Deaths,390,Switzerland,8466017
CH,2020-04-11,Deaths,368,Switzerland,8466017
CH,2020-04-18,Deaths,279,Switzerland,8466017
CH,2020-04-25,Deaths,215,Switzerland,8466017
CH,2020-05-02,Deaths,107,Switzerland,8466017
CH,2020-05-09,Deaths,57,Switzerland,8466017
CH,2020-05-16,Deaths,23,Switzerland,8466017
CH,2020-05-23,Deaths,21,Switzerland,8466017
CH,2020-05-30,Deaths,7,Switzerland,8466017
CH,2020-06-06,Deaths,0,Switzerland,8466017
CH,2020-06-13,Deaths,6,Switzerland,8466017
CH,2020-06-20,Deaths,3,Switzerland,8466017
CH,2020-06-27,Deaths,3,Switzerland,8466017
CH,2020-07-04,Deaths,2,Switzerland,8466017
CH,2020-07-11,Deaths,3,Switzerland,8466017
CH,2020-07-18,Deaths,2,Switzerland,8466017
CH,2020-07-25,Deaths,7,Switzerland,8466017
CH,2020-08-01,Deaths,6,Switzerland,8466017
CH,2020-08-08,Deaths,5,Switzerland,8466017
CH,2020-08-15,Deaths,5,Switzerland,8466017
CH,2020-08-22,Deaths,4,Switzerland,8466017
CH,2020-08-29,Deaths,4,Switzerland,8466017
CH,2020-09-05,Deaths,7,Switzerland,8466017
CH,2020-09-12,Deaths,17,Switzerland,8466017
CH,2020-09-19,Deaths,20,Switzerland,8466017
CH,2020-09-26,Deaths,13,Switzerland,8466017
CH,2020-10-03,Deaths,10,Switzerland,8466017
CH,2020-10-10,Deaths,14,Switzerland,8466017
CH,2020-10-17,Deaths,46,Switzerland,8466017
CH,2020-10-24,Deaths,123,Switzerland,8466017
CH,2020-10-31,Deaths,282,Switzerland,8466017
CH,2020-11-07,Deaths,530,Switzerland,8466017
CH,2020-11-14,Deaths,659,Switzerland,8466017
CH,2020-11-21,Deaths,668,Switzerland,8466017
CH,2020-11-28,Deaths,622,Switzerland,8466017
CH,2020-12-05,Deaths,637,Switzerland,8466017
CH,2020-12-12,Deaths,643,Switzerland,8466017
CH,2020-12-19,Deaths,666,Switzerland,8466017
CH,2020-12-26,Deaths,629,Switzerland,8466017
CH,2021-01-02,Deaths,577,Switzerland,8466017
CH,2021-01-09,Deaths,450,Switzerland,8466017
CH,2021-01-16,Deaths,412,Switzerland,8466017
CH,2021-01-23,Deaths,353,Switzerland,8466017
CH,2021-01-30,Deaths,263,Switzerland,8466017
CH,2021-02-06,Deaths,201,Switzerland,8466017
CH,2021-02-13,Deaths,147,Switzerland,8466017
CH,2021-02-20,Deaths,100,Switzerland,8466017
CH,2021-02-27,Deaths,74,Switzerland,8466017
CH,2021-03-06,Deaths,58,Switzerland,8466017
CH,2021-03-13,Deaths,65,Switzerland,8466017
CH,2021-03-20,Deaths,63,Switzerland,8466017
CH,2021-03-27,Deaths,60,Switzerland,8466017
CH,2021-04-03,Deaths,68,Switzerland,8466017
CH,2021-04-10,Deaths,69,Switzerland,8466017
CH,2021-04-17,Deaths,49,Switzerland,8466017
CH,2021-04-24,Deaths,54,Switzerland,8466017
CH,2021-05-01,Deaths,70,Switzerland,8466017
CH,2021-05-08,Deaths,47,Switzerland,8466017
CH,2021-05-15,Deaths,27,Switzerland,8466017
CH,2021-05-22,Deaths,42,Switzerland,8466017
CH,2021-05-29,Deaths,29,Switzerland,8466017
CH,2021-06-05,Deaths,18,Switzerland,8466017
CH,2021-06-12,Deaths,20,Switzerland,8466017
CH,2021-06-19,Deaths,14,Switzerland,8466017
CH,2021-06-26,Deaths,9,Switzerland,8466017
CH,2021-07-03,Deaths,2,Switzerland,8466017
CH,2021-07-10,Deaths,1,Switzerland,8466017
CH,2021-07-17,Deaths,4,Switzerland,8466017
CH,2021-07-24,Deaths,3,Switzerland,8466017
CH,2021-07-31,Deaths,12,Switzerland,8466017
CH,2021-08-07,Deaths,4,Switzerland,8466017
CH,2021-08-14,Deaths,13,Switzerland,8466017
CH,2021-08-21,Deaths,28,Switzerland,8466017
CH,2021-08-28,Deaths,40,Switzerland,8466017
CH,2021-09-04,Deaths,42,Switzerland,8466017
CH,2021-09-11,Deaths,31,Switzerland,8466017
CH,2021-09-18,Deaths,48,Switzerland,8466017
CH,2021-09-25,Deaths,44,Switzerland,8466017
CH,2021-10-02,Deaths,50,Switzerland,8466017
CH,2021-10-09,Deaths,27,Switzerland,8466017
CH,2021-10-16,Deaths,37,Switzerland,8466017
CH,2021-10-23,Deaths,24,Switzerland,8466017
CH,2021-10-30,Deaths,52,Switzerland,8466017
CH,2021-11-06,Deaths,41,Switzerland,8466017
CH,2021-11-13,Deaths,51,Switzerland,8466017
CH,2021-11-20,Deaths,57,Switzerland,8466017
CH,2021-11-27,Deaths,88,Switzerland,8466017
CH,2021-12-04,Deaths,119,Switzerland,8466017
CH,2021-12-11,Deaths,159,Switzerland,8466017
CH,2021-12-18,Deaths,161,Switzerland,8466017
CH,2021-12-25,Deaths,155,Switzerland,8466017
CH,2022-01-01,Deaths,156,Switzerland,8466017
CH,2022-01-08,Deaths,117,Switzerland,8466017
CH,2022-01-15,Deaths,132,Switzerland,8466017
CH,2022-01-22,Deaths,113,Switzerland,8466017
CH,2022-01-29,Deaths,98,Switzerland,8466017
CH,2022-02-05,Deaths,102,Switzerland,8466017
CH,2022-02-12,Deaths,151,Switzerland,8466017
CH,2022-02-19,Deaths,83,Switzerland,8466017
CH,2022-02-26,Deaths,66,Switzerland,8466017
CH,2022-03-05,Deaths,92,Switzerland,8466017
CH,2022-03-12,Deaths,92,Switzerland,8466017
CH,2022-03-19,Deaths,62,Switzerland,8466017
CH,2022-03-26,Deaths,179,Switzerland,8466017
CH,2022-04-02,Deaths,65,Switzerland,8466017
CH,2022-04-09,Deaths,35,Switzerland,8466017
CH,2022-04-16,Deaths,40,Switzerland,8466017
CH,2022-04-23,Deaths,29,Switzerland,8466017
CH,2022-04-30,Deaths,36,Switzerland,8466017
CH,2022-05-07,Deaths,14,Switzerland,8466017
CH,2022-05-14,Deaths,55,Switzerland,8466017
CH,2022-05-21,Deaths,10,Switzerland,8466017
CH,2022-05-28,Deaths,3,Switzerland,8466017
CH,2022-06-04,Deaths,10,Switzerland,8466017
CH,2022-06-11,Deaths,10,Switzerland,8466017
CH,2022-06-18,Deaths,3,Switzerland,8466017
CH,2022-06-25,Deaths,5,Switzerland,8466017
CH,2022-07-02,Deaths,10,Switzerland,8466017
CH,2022-07-09,Deaths,10,Switzerland,8466017
CH,2022-07-16,Deaths,15,Switzerland,8466017
CH,2022-07-23,Deaths,19,Switzerland,8466017
CH,2022-07-30,Deaths,15,Switzerland,8466017
CH,2022-08-06,Deaths,27,Switzerland,8466017
CH,2022-08-13,Deaths,21,Switzerland,8466017
CH,2022-08-20,Deaths,14,Switzerland,8466017
CH,2022-08-27,Deaths,13,Switzerland,8466017
CH,2022-09-03,Deaths,9,Switzerland,8466017
