target_end_date,location,target_type
2021-06-19,BE,Hosps
2021-06-19,BG,Hosps
2021-06-19,CH,Hosps
2021-06-19,CY,Hosps
2021-06-19,CZ,Hosps
2021-06-19,DK,Hosps
2021-06-19,EE,Hosps
2021-06-19,ES,Hosps
2021-06-19,FR,Hosps
2021-06-19,GB,Hosps
2021-06-19,GR,Hosps
2021-06-19,HR,Hosps
2021-06-19,IE,Hosps
2021-06-19,IS,Hosps
2021-06-19,IT,Hosps
2021-06-19,LV,Hosps
2021-06-19,MT,Hosps
2021-06-19,NL,Hosps
2021-06-19,NO,Hosps
2021-06-19,PL,Hosps
2021-06-19,PT,Hosps
2021-06-19,SI,Hosps
2021-06-19,SK,Hosps
2021-06-20,SE,Cases
2021-06-20,SE,Deaths
2021-06-21,AT,Hosps
2021-06-21,BE,Hosps
2021-06-21,BG,Hosps
2021-06-21,CH,Hosps
2021-06-21,CY,Hosps
2021-06-21,CZ,Hosps
2021-06-21,DE,Hosps
2021-06-21,DK,Hosps
2021-06-21,EE,Hosps
2021-06-21,ES,Hosps
2021-06-21,FI,Hosps
2021-06-21,FR,Hosps
2021-06-21,GB,Hosps
2021-06-21,GR,Hosps
2021-06-21,HR,Hosps
2021-06-21,HU,Hosps
2021-06-21,IE,Hosps
2021-06-21,IS,Hosps
2021-06-21,IT,Hosps
2021-06-21,LI,Hosps
2021-06-21,LT,Hosps
2021-06-21,LU,Hosps
2021-06-21,LV,Hosps
2021-06-21,MT,Hosps
2021-06-21,NL,Hosps
2021-06-21,NO,Hosps
2021-06-21,PL,Hosps
2021-06-21,PT,Hosps
2021-06-21,RO,Hosps
2021-06-21,SE,Hosps
2021-06-21,SI,Hosps
2021-06-21,SK,Hosps
2021-06-26,AT,Cases
2021-06-26,CY,Cases
2021-06-26,DE,Cases
2021-06-26,FI,Cases
2021-06-26,IS,Cases
2021-06-26,SK,Cases
2021-06-26,AT,Deaths
2021-06-26,CH,Deaths
2021-06-26,DE,Deaths
2021-06-26,GB,Deaths
2021-06-26,BE,Hosps
2021-06-26,BG,Hosps
2021-06-26,CH,Hosps
2021-06-26,CY,Hosps
2021-06-26,CZ,Hosps
2021-06-26,DK,Hosps
2021-06-26,EE,Hosps
2021-06-26,ES,Hosps
2021-06-26,FR,Hosps
2021-06-26,GB,Hosps
2021-06-26,GR,Hosps
2021-06-26,HR,Hosps
2021-06-26,IE,Hosps
2021-06-26,IS,Hosps
2021-06-26,IT,Hosps
2021-06-26,LV,Hosps
2021-06-26,MT,Hosps
2021-06-26,NL,Hosps
2021-06-26,NO,Hosps
2021-06-26,PL,Hosps
2021-06-26,PT,Hosps
2021-06-26,SI,Hosps
2021-06-26,SK,Hosps
2021-06-28,AT,Hosps
2021-06-28,BE,Hosps
2021-06-28,BG,Hosps
2021-06-28,CH,Hosps
2021-06-28,CY,Hosps
2021-06-28,CZ,Hosps
2021-06-28,DE,Hosps
2021-06-28,DK,Hosps
2021-06-28,EE,Hosps
2021-06-28,ES,Hosps
2021-06-28,FI,Hosps
2021-06-28,FR,Hosps
2021-06-28,GB,Hosps
2021-06-28,GR,Hosps
2021-06-28,HR,Hosps
2021-06-28,HU,Hosps
2021-06-28,IE,Hosps
2021-06-28,IS,Hosps
2021-06-28,IT,Hosps
2021-06-28,LI,Hosps
2021-06-28,LT,Hosps
2021-06-28,LU,Hosps
2021-06-28,LV,Hosps
2021-06-28,MT,Hosps
2021-06-28,NL,Hosps
2021-06-28,NO,Hosps
2021-06-28,PL,Hosps
2021-06-28,PT,Hosps
2021-06-28,RO,Hosps
2021-06-28,SE,Hosps
2021-06-28,SI,Hosps
2021-06-28,SK,Hosps
2021-07-03,AT,Cases
2021-07-03,FI,Cases
2021-07-03,IS,Cases
2021-07-03,LI,Cases
2021-07-03,NL,Cases
2021-07-03,SK,Cases
2021-07-03,AT,Deaths
2021-07-03,CH,Deaths
2021-07-03,DE,Deaths
2021-07-03,FI,Deaths
2021-07-03,GB,Deaths
2021-07-03,GR,Deaths
2021-07-03,LT,Deaths
2021-07-03,BE,Hosps
2021-07-03,BG,Hosps
2021-07-03,CH,Hosps
2021-07-03,CY,Hosps
2021-07-03,CZ,Hosps
2021-07-03,DK,Hosps
2021-07-03,EE,Hosps
2021-07-03,ES,Hosps
2021-07-03,FR,Hosps
2021-07-03,GB,Hosps
2021-07-03,GR,Hosps
2021-07-03,HR,Hosps
2021-07-03,IE,Hosps
2021-07-03,IS,Hosps
2021-07-03,IT,Hosps
2021-07-03,LV,Hosps
2021-07-03,MT,Hosps
2021-07-03,NL,Hosps
2021-07-03,NO,Hosps
2021-07-03,PT,Hosps
2021-07-03,SI,Hosps
2021-07-03,SK,Hosps
2021-07-05,AT,Hosps
2021-07-05,BE,Hosps
2021-07-05,BG,Hosps
2021-07-05,CH,Hosps
2021-07-05,CY,Hosps
2021-07-05,CZ,Hosps
2021-07-05,DE,Hosps
2021-07-05,DK,Hosps
2021-07-05,EE,Hosps
2021-07-05,ES,Hosps
2021-07-05,FI,Hosps
2021-07-05,FR,Hosps
2021-07-05,GB,Hosps
2021-07-05,GR,Hosps
2021-07-05,HR,Hosps
2021-07-05,HU,Hosps
2021-07-05,IE,Hosps
2021-07-05,IS,Hosps
2021-07-05,IT,Hosps
2021-07-05,LI,Hosps
2021-07-05,LT,Hosps
2021-07-05,LU,Hosps
2021-07-05,LV,Hosps
2021-07-05,MT,Hosps
2021-07-05,NL,Hosps
2021-07-05,NO,Hosps
2021-07-05,PL,Hosps
2021-07-05,PT,Hosps
2021-07-05,RO,Hosps
2021-07-05,SE,Hosps
2021-07-05,SI,Hosps
2021-07-05,SK,Hosps
2021-07-10,CY,Cases
2021-07-10,IS,Cases
2021-07-10,LI,Cases
2021-07-10,NL,Cases
2021-07-10,SK,Cases
2021-07-10,AT,Deaths
2021-07-10,CH,Deaths
2021-07-10,DE,Deaths
2021-07-10,FI,Deaths
2021-07-10,GB,Deaths
2021-07-10,BE,Hosps
2021-07-10,BG,Hosps
2021-07-10,CH,Hosps
2021-07-10,CY,Hosps
2021-07-10,CZ,Hosps
2021-07-10,DK,Hosps
2021-07-10,EE,Hosps
2021-07-10,ES,Hosps
2021-07-10,FR,Hosps
2021-07-10,GB,Hosps
2021-07-10,GR,Hosps
2021-07-10,HR,Hosps
2021-07-10,IE,Hosps
2021-07-10,IS,Hosps
2021-07-10,IT,Hosps
2021-07-10,LV,Hosps
2021-07-10,MT,Hosps
2021-07-10,NL,Hosps
2021-07-10,NO,Hosps
2021-07-10,PL,Hosps
2021-07-10,PT,Hosps
2021-07-10,SI,Hosps
2021-07-10,SK,Hosps
2021-07-12,AT,Hosps
2021-07-12,BE,Hosps
2021-07-12,BG,Hosps
2021-07-12,CH,Hosps
2021-07-12,CY,Hosps
2021-07-12,CZ,Hosps
2021-07-12,DE,Hosps
2021-07-12,DK,Hosps
2021-07-12,EE,Hosps
2021-07-12,ES,Hosps
2021-07-12,FI,Hosps
2021-07-12,FR,Hosps
2021-07-12,GB,Hosps
2021-07-12,GR,Hosps
2021-07-12,HR,Hosps
2021-07-12,HU,Hosps
2021-07-12,IE,Hosps
2021-07-12,IS,Hosps
2021-07-12,IT,Hosps
2021-07-12,LI,Hosps
2021-07-12,LT,Hosps
2021-07-12,LU,Hosps
2021-07-12,LV,Hosps
2021-07-12,MT,Hosps
2021-07-12,NL,Hosps
2021-07-12,NO,Hosps
2021-07-12,PL,Hosps
2021-07-12,PT,Hosps
2021-07-12,RO,Hosps
2021-07-12,SE,Hosps
2021-07-12,SI,Hosps
2021-07-12,SK,Hosps
2021-07-17,AT,Cases
2021-07-17,FI,Cases
2021-07-17,IS,Cases
2021-07-17,LI,Cases
2021-07-17,SK,Cases
2021-07-17,AT,Deaths
2021-07-17,CH,Deaths
2021-07-17,CY,Deaths
2021-07-17,DE,Deaths
2021-07-17,FI,Deaths
2021-07-17,GB,Deaths
2021-07-17,LT,Deaths
2021-07-17,BE,Hosps
2021-07-17,BG,Hosps
2021-07-17,CH,Hosps
2021-07-17,CY,Hosps
2021-07-17,CZ,Hosps
2021-07-17,DK,Hosps
2021-07-17,EE,Hosps
2021-07-17,ES,Hosps
2021-07-17,FR,Hosps
2021-07-17,GB,Hosps
2021-07-17,GR,Hosps
2021-07-17,HR,Hosps
2021-07-17,IE,Hosps
2021-07-17,IS,Hosps
2021-07-17,IT,Hosps
2021-07-17,LV,Hosps
2021-07-17,MT,Hosps
2021-07-17,NL,Hosps
2021-07-17,NO,Hosps
2021-07-17,PT,Hosps
2021-07-17,SI,Hosps
2021-07-17,SK,Hosps
2021-07-19,AT,Hosps
2021-07-19,BE,Hosps
2021-07-19,BG,Hosps
2021-07-19,CH,Hosps
2021-07-19,CY,Hosps
2021-07-19,CZ,Hosps
2021-07-19,DE,Hosps
2021-07-19,DK,Hosps
2021-07-19,EE,Hosps
2021-07-19,ES,Hosps
2021-07-19,FI,Hosps
2021-07-19,FR,Hosps
2021-07-19,GB,Hosps
2021-07-19,GR,Hosps
2021-07-19,HR,Hosps
2021-07-19,HU,Hosps
2021-07-19,IE,Hosps
2021-07-19,IS,Hosps
2021-07-19,IT,Hosps
2021-07-19,LI,Hosps
2021-07-19,LT,Hosps
2021-07-19,LU,Hosps
2021-07-19,LV,Hosps
2021-07-19,MT,Hosps
2021-07-19,NL,Hosps
2021-07-19,NO,Hosps
2021-07-19,PL,Hosps
2021-07-19,PT,Hosps
2021-07-19,RO,Hosps
2021-07-19,SE,Hosps
2021-07-19,SI,Hosps
2021-07-19,SK,Hosps
2021-07-24,CY,Cases
2021-07-24,FI,Cases
2021-07-24,LI,Cases
2021-07-24,NL,Cases
2021-07-24,NO,Cases
2021-07-24,SK,Cases
2021-07-24,AT,Deaths
2021-07-24,CH,Deaths
2021-07-24,CY,Deaths
2021-07-24,DE,Deaths
2021-07-24,FI,Deaths
2021-07-24,FR,Deaths
2021-07-24,GB,Deaths
2021-07-24,LT,Deaths
2021-07-24,BE,Hosps
2021-07-24,BG,Hosps
2021-07-24,CH,Hosps
2021-07-24,CY,Hosps
2021-07-24,CZ,Hosps
2021-07-24,DK,Hosps
2021-07-24,EE,Hosps
2021-07-24,ES,Hosps
2021-07-24,FR,Hosps
2021-07-24,GB,Hosps
2021-07-24,GR,Hosps
2021-07-24,HR,Hosps
2021-07-24,IE,Hosps
2021-07-24,IS,Hosps
2021-07-24,IT,Hosps
2021-07-24,LV,Hosps
2021-07-24,MT,Hosps
2021-07-24,NL,Hosps
2021-07-24,NO,Hosps
2021-07-24,PL,Hosps
2021-07-24,PT,Hosps
2021-07-24,SI,Hosps
2021-07-24,SK,Hosps
2021-07-26,AT,Hosps
2021-07-26,BE,Hosps
2021-07-26,BG,Hosps
2021-07-26,CH,Hosps
2021-07-26,CY,Hosps
2021-07-26,CZ,Hosps
2021-07-26,DE,Hosps
2021-07-26,DK,Hosps
2021-07-26,EE,Hosps
2021-07-26,ES,Hosps
2021-07-26,FI,Hosps
2021-07-26,FR,Hosps
2021-07-26,GB,Hosps
2021-07-26,GR,Hosps
2021-07-26,HR,Hosps
2021-07-26,HU,Hosps
2021-07-26,IE,Hosps
2021-07-26,IS,Hosps
2021-07-26,IT,Hosps
2021-07-26,LI,Hosps
2021-07-26,LT,Hosps
2021-07-26,LU,Hosps
2021-07-26,LV,Hosps
2021-07-26,MT,Hosps
2021-07-26,NL,Hosps
2021-07-26,NO,Hosps
2021-07-26,PL,Hosps
2021-07-26,PT,Hosps
2021-07-26,RO,Hosps
2021-07-26,SE,Hosps
2021-07-26,SI,Hosps
2021-07-26,SK,Hosps
2021-07-31,FI,Cases
2021-07-31,NL,Cases
2021-07-31,SK,Cases
2021-07-31,AT,Deaths
2021-07-31,CH,Deaths
2021-07-31,CY,Deaths
2021-07-31,FI,Deaths
2021-07-31,GB,Deaths
2021-07-31,LT,Deaths
2021-07-31,BE,Hosps
2021-07-31,BG,Hosps
2021-07-31,CH,Hosps
2021-07-31,CY,Hosps
2021-07-31,CZ,Hosps
2021-07-31,DK,Hosps
2021-07-31,EE,Hosps
2021-07-31,ES,Hosps
2021-07-31,FR,Hosps
2021-07-31,GB,Hosps
2021-07-31,GR,Hosps
2021-07-31,HR,Hosps
2021-07-31,IE,Hosps
2021-07-31,IS,Hosps
2021-07-31,IT,Hosps
2021-07-31,LV,Hosps
2021-07-31,MT,Hosps
2021-07-31,NL,Hosps
2021-07-31,NO,Hosps
2021-07-31,PL,Hosps
2021-07-31,PT,Hosps
2021-07-31,SI,Hosps
2021-07-31,SK,Hosps
2021-08-02,AT,Hosps
2021-08-02,BE,Hosps
2021-08-02,BG,Hosps
2021-08-02,CH,Hosps
2021-08-02,CY,Hosps
2021-08-02,CZ,Hosps
2021-08-02,DE,Hosps
2021-08-02,DK,Hosps
2021-08-02,EE,Hosps
2021-08-02,ES,Hosps
2021-08-02,FI,Hosps
2021-08-02,FR,Hosps
2021-08-02,GB,Hosps
2021-08-02,GR,Hosps
2021-08-02,HR,Hosps
2021-08-02,HU,Hosps
2021-08-02,IE,Hosps
2021-08-02,IS,Hosps
2021-08-02,IT,Hosps
2021-08-02,LI,Hosps
2021-08-02,LT,Hosps
2021-08-02,LU,Hosps
2021-08-02,LV,Hosps
2021-08-02,MT,Hosps
2021-08-02,NL,Hosps
2021-08-02,NO,Hosps
2021-08-02,PL,Hosps
2021-08-02,PT,Hosps
2021-08-02,RO,Hosps
2021-08-02,SE,Hosps
2021-08-02,SI,Hosps
2021-08-02,SK,Hosps
2021-08-07,CY,Cases
2021-08-07,FI,Cases
2021-08-07,LI,Cases
2021-08-07,SK,Cases
2021-08-07,AT,Deaths
2021-08-07,CH,Deaths
2021-08-07,FI,Deaths
2021-08-07,GB,Deaths
2021-08-07,LT,Deaths
2021-08-07,BE,Hosps
2021-08-07,BG,Hosps
2021-08-07,CH,Hosps
2021-08-07,CY,Hosps
2021-08-07,CZ,Hosps
2021-08-07,DK,Hosps
2021-08-07,EE,Hosps
2021-08-07,ES,Hosps
2021-08-07,FR,Hosps
2021-08-07,GB,Hosps
2021-08-07,GR,Hosps
2021-08-07,HR,Hosps
2021-08-07,IE,Hosps
2021-08-07,IS,Hosps
2021-08-07,IT,Hosps
2021-08-07,LV,Hosps
2021-08-07,MT,Hosps
2021-08-07,NL,Hosps
2021-08-07,NO,Hosps
2021-08-07,PL,Hosps
2021-08-07,PT,Hosps
2021-08-07,SI,Hosps
2021-08-07,SK,Hosps
2021-08-09,AT,Hosps
2021-08-09,BE,Hosps
2021-08-09,BG,Hosps
2021-08-09,CH,Hosps
2021-08-09,CY,Hosps
2021-08-09,CZ,Hosps
2021-08-09,DE,Hosps
2021-08-09,DK,Hosps
2021-08-09,EE,Hosps
2021-08-09,ES,Hosps
2021-08-09,FI,Hosps
2021-08-09,FR,Hosps
2021-08-09,GB,Hosps
2021-08-09,GR,Hosps
2021-08-09,HR,Hosps
2021-08-09,HU,Hosps
2021-08-09,IE,Hosps
2021-08-09,IS,Hosps
2021-08-09,IT,Hosps
2021-08-09,LI,Hosps
2021-08-09,LT,Hosps
2021-08-09,LU,Hosps
2021-08-09,LV,Hosps
2021-08-09,MT,Hosps
2021-08-09,NL,Hosps
2021-08-09,NO,Hosps
2021-08-09,PL,Hosps
2021-08-09,PT,Hosps
2021-08-09,RO,Hosps
2021-08-09,SE,Hosps
2021-08-09,SI,Hosps
2021-08-09,SK,Hosps
2021-08-14,AT,Cases
2021-08-14,FR,Cases
2021-08-14,LI,Cases
2021-08-14,SK,Cases
2021-08-14,AT,Deaths
2021-08-14,CY,Deaths
2021-08-14,DE,Deaths
2021-08-14,FI,Deaths
2021-08-14,FR,Deaths
2021-08-14,GB,Deaths
2021-08-14,LT,Deaths
2021-08-14,BE,Hosps
2021-08-14,BG,Hosps
2021-08-14,CH,Hosps
2021-08-14,CY,Hosps
2021-08-14,CZ,Hosps
2021-08-14,DK,Hosps
2021-08-14,EE,Hosps
2021-08-14,ES,Hosps
2021-08-14,FR,Hosps
2021-08-14,GB,Hosps
2021-08-14,GR,Hosps
2021-08-14,HR,Hosps
2021-08-14,IE,Hosps
2021-08-14,IS,Hosps
2021-08-14,IT,Hosps
2021-08-14,LV,Hosps
2021-08-14,MT,Hosps
2021-08-14,NL,Hosps
2021-08-14,NO,Hosps
2021-08-14,PL,Hosps
2021-08-14,PT,Hosps
2021-08-14,SI,Hosps
2021-08-14,SK,Hosps
2021-08-16,AT,Hosps
2021-08-16,BE,Hosps
2021-08-16,BG,Hosps
2021-08-16,CH,Hosps
2021-08-16,CY,Hosps
2021-08-16,CZ,Hosps
2021-08-16,DE,Hosps
2021-08-16,DK,Hosps
2021-08-16,EE,Hosps
2021-08-16,ES,Hosps
2021-08-16,FI,Hosps
2021-08-16,FR,Hosps
2021-08-16,GB,Hosps
2021-08-16,GR,Hosps
2021-08-16,HR,Hosps
2021-08-16,HU,Hosps
2021-08-16,IE,Hosps
2021-08-16,IS,Hosps
2021-08-16,IT,Hosps
2021-08-16,LI,Hosps
2021-08-16,LT,Hosps
2021-08-16,LU,Hosps
2021-08-16,LV,Hosps
2021-08-16,MT,Hosps
2021-08-16,NL,Hosps
2021-08-16,NO,Hosps
2021-08-16,PL,Hosps
2021-08-16,PT,Hosps
2021-08-16,RO,Hosps
2021-08-16,SE,Hosps
2021-08-16,SI,Hosps
2021-08-16,SK,Hosps
2021-08-21,LI,Cases
2021-08-21,LT,Cases
2021-08-21,SK,Cases
2021-08-21,AT,Deaths
2021-08-21,CH,Deaths
2021-08-21,CY,Deaths
2021-08-21,DE,Deaths
2021-08-21,FI,Deaths
2021-08-21,FR,Deaths
2021-08-21,GB,Deaths
2021-08-21,BE,Hosps
2021-08-21,BG,Hosps
2021-08-21,CH,Hosps
2021-08-21,CY,Hosps
2021-08-21,CZ,Hosps
2021-08-21,DK,Hosps
2021-08-21,EE,Hosps
2021-08-21,ES,Hosps
2021-08-21,FR,Hosps
2021-08-21,GB,Hosps
2021-08-21,GR,Hosps
2021-08-21,HR,Hosps
2021-08-21,IE,Hosps
2021-08-21,IS,Hosps
2021-08-21,IT,Hosps
2021-08-21,LI,Hosps
2021-08-21,LV,Hosps
2021-08-21,MT,Hosps
2021-08-21,NL,Hosps
2021-08-21,NO,Hosps
2021-08-21,PL,Hosps
2021-08-21,PT,Hosps
2021-08-21,SI,Hosps
2021-08-21,SK,Hosps
2021-08-23,AT,Hosps
2021-08-23,BE,Hosps
2021-08-23,BG,Hosps
2021-08-23,CH,Hosps
2021-08-23,CY,Hosps
2021-08-23,CZ,Hosps
2021-08-23,DE,Hosps
2021-08-23,DK,Hosps
2021-08-23,EE,Hosps
2021-08-23,ES,Hosps
2021-08-23,FI,Hosps
2021-08-23,FR,Hosps
2021-08-23,GB,Hosps
2021-08-23,GR,Hosps
2021-08-23,HR,Hosps
2021-08-23,HU,Hosps
2021-08-23,IE,Hosps
2021-08-23,IS,Hosps
2021-08-23,IT,Hosps
2021-08-23,LI,Hosps
2021-08-23,LT,Hosps
2021-08-23,LU,Hosps
2021-08-23,LV,Hosps
2021-08-23,MT,Hosps
2021-08-23,NL,Hosps
2021-08-23,NO,Hosps
2021-08-23,PL,Hosps
2021-08-23,PT,Hosps
2021-08-23,RO,Hosps
2021-08-23,SE,Hosps
2021-08-23,SI,Hosps
2021-08-23,SK,Hosps
2021-08-28,LI,Cases
2021-08-28,SK,Cases
2021-08-28,AT,Deaths
2021-08-28,CH,Deaths
2021-08-28,CY,Deaths
2021-08-28,FI,Deaths
2021-08-28,FR,Deaths
2021-08-28,GB,Deaths
2021-08-28,GR,Deaths
2021-08-28,BE,Hosps
2021-08-28,BG,Hosps
2021-08-28,CH,Hosps
2021-08-28,CY,Hosps
2021-08-28,CZ,Hosps
2021-08-28,DK,Hosps
2021-08-28,EE,Hosps
2021-08-28,ES,Hosps
2021-08-28,FR,Hosps
2021-08-28,GB,Hosps
2021-08-28,GR,Hosps
2021-08-28,HR,Hosps
2021-08-28,IE,Hosps
2021-08-28,IS,Hosps
2021-08-28,IT,Hosps
2021-08-28,LI,Hosps
2021-08-28,LV,Hosps
2021-08-28,MT,Hosps
2021-08-28,NL,Hosps
2021-08-28,NO,Hosps
2021-08-28,PL,Hosps
2021-08-28,PT,Hosps
2021-08-28,SI,Hosps
2021-08-28,SK,Hosps
2021-08-30,AT,Hosps
2021-08-30,BE,Hosps
2021-08-30,BG,Hosps
2021-08-30,CH,Hosps
2021-08-30,CY,Hosps
2021-08-30,CZ,Hosps
2021-08-30,DE,Hosps
2021-08-30,DK,Hosps
2021-08-30,EE,Hosps
2021-08-30,ES,Hosps
2021-08-30,FI,Hosps
2021-08-30,FR,Hosps
2021-08-30,GB,Hosps
2021-08-30,GR,Hosps
2021-08-30,HR,Hosps
2021-08-30,HU,Hosps
2021-08-30,IE,Hosps
2021-08-30,IS,Hosps
2021-08-30,IT,Hosps
2021-08-30,LI,Hosps
2021-08-30,LT,Hosps
2021-08-30,LU,Hosps
2021-08-30,LV,Hosps
2021-08-30,MT,Hosps
2021-08-30,NL,Hosps
2021-08-30,NO,Hosps
2021-08-30,PL,Hosps
2021-08-30,PT,Hosps
2021-08-30,RO,Hosps
2021-08-30,SE,Hosps
2021-08-30,SI,Hosps
2021-08-30,SK,Hosps
2021-09-04,LI,Cases
2021-09-04,PT,Cases
2021-09-04,SK,Cases
2021-09-04,AT,Deaths
2021-09-04,CY,Deaths
2021-09-04,FI,Deaths
2021-09-04,GB,Deaths
2021-09-04,GR,Deaths
2021-09-04,BE,Hosps
2021-09-04,BG,Hosps
2021-09-04,CH,Hosps
2021-09-04,CY,Hosps
2021-09-04,CZ,Hosps
2021-09-04,DK,Hosps
2021-09-04,EE,Hosps
2021-09-04,ES,Hosps
2021-09-04,FR,Hosps
2021-09-04,GB,Hosps
2021-09-04,GR,Hosps
2021-09-04,HR,Hosps
2021-09-04,IE,Hosps
2021-09-04,IS,Hosps
2021-09-04,IT,Hosps
2021-09-04,LI,Hosps
2021-09-04,LV,Hosps
2021-09-04,MT,Hosps
2021-09-04,NL,Hosps
2021-09-04,NO,Hosps
2021-09-04,PL,Hosps
2021-09-04,PT,Hosps
2021-09-04,SI,Hosps
2021-09-04,SK,Hosps
2021-09-06,AT,Hosps
2021-09-06,BE,Hosps
2021-09-06,BG,Hosps
2021-09-06,CH,Hosps
2021-09-06,CY,Hosps
2021-09-06,CZ,Hosps
2021-09-06,DE,Hosps
2021-09-06,DK,Hosps
2021-09-06,EE,Hosps
2021-09-06,ES,Hosps
2021-09-06,FI,Hosps
2021-09-06,FR,Hosps
2021-09-06,GB,Hosps
2021-09-06,GR,Hosps
2021-09-06,HR,Hosps
2021-09-06,HU,Hosps
2021-09-06,IE,Hosps
2021-09-06,IS,Hosps
2021-09-06,IT,Hosps
2021-09-06,LI,Hosps
2021-09-06,LT,Hosps
2021-09-06,LU,Hosps
2021-09-06,LV,Hosps
2021-09-06,MT,Hosps
2021-09-06,NL,Hosps
2021-09-06,NO,Hosps
2021-09-06,PL,Hosps
2021-09-06,PT,Hosps
2021-09-06,RO,Hosps
2021-09-06,SE,Hosps
2021-09-06,SI,Hosps
2021-09-06,SK,Hosps
2021-09-11,CY,Cases
2021-09-11,FI,Cases
2021-09-11,LI,Cases
2021-09-11,SK,Cases
2021-09-11,AT,Deaths
2021-09-11,CY,Deaths
2021-09-11,DE,Deaths
2021-09-11,FI,Deaths
2021-09-11,GB,Deaths
2021-09-11,GR,Deaths
2021-09-11,LI,Deaths
2021-09-11,BE,Hosps
2021-09-11,BG,Hosps
2021-09-11,CH,Hosps
2021-09-11,CY,Hosps
2021-09-11,CZ,Hosps
2021-09-11,DK,Hosps
2021-09-11,EE,Hosps
2021-09-11,ES,Hosps
2021-09-11,FR,Hosps
2021-09-11,GB,Hosps
2021-09-11,GR,Hosps
2021-09-11,HR,Hosps
2021-09-11,IE,Hosps
2021-09-11,IS,Hosps
2021-09-11,IT,Hosps
2021-09-11,LI,Hosps
2021-09-11,LV,Hosps
2021-09-11,MT,Hosps
2021-09-11,NL,Hosps
2021-09-11,NO,Hosps
2021-09-11,PL,Hosps
2021-09-11,PT,Hosps
2021-09-11,SI,Hosps
2021-09-11,SK,Hosps
2021-09-13,AT,Hosps
2021-09-13,BE,Hosps
2021-09-13,BG,Hosps
2021-09-13,CH,Hosps
2021-09-13,CY,Hosps
2021-09-13,CZ,Hosps
2021-09-13,DE,Hosps
2021-09-13,DK,Hosps
2021-09-13,EE,Hosps
2021-09-13,ES,Hosps
2021-09-13,FI,Hosps
2021-09-13,FR,Hosps
2021-09-13,GB,Hosps
2021-09-13,GR,Hosps
2021-09-13,HR,Hosps
2021-09-13,HU,Hosps
2021-09-13,IE,Hosps
2021-09-13,IS,Hosps
2021-09-13,IT,Hosps
2021-09-13,LI,Hosps
2021-09-13,LT,Hosps
2021-09-13,LU,Hosps
2021-09-13,LV,Hosps
2021-09-13,MT,Hosps
2021-09-13,NL,Hosps
2021-09-13,NO,Hosps
2021-09-13,PL,Hosps
2021-09-13,PT,Hosps
2021-09-13,RO,Hosps
2021-09-13,SE,Hosps
2021-09-13,SI,Hosps
2021-09-13,SK,Hosps
2021-09-18,CY,Cases
2021-09-18,LI,Cases
2021-09-18,SK,Cases
2021-09-18,AT,Deaths
2021-09-18,CY,Deaths
2021-09-18,DE,Deaths
2021-09-18,FI,Deaths
2021-09-18,GB,Deaths
2021-09-18,BE,Hosps
2021-09-18,BG,Hosps
2021-09-18,CH,Hosps
2021-09-18,CY,Hosps
2021-09-18,CZ,Hosps
2021-09-18,DK,Hosps
2021-09-18,EE,Hosps
2021-09-18,ES,Hosps
2021-09-18,FR,Hosps
2021-09-18,GB,Hosps
2021-09-18,GR,Hosps
2021-09-18,HR,Hosps
2021-09-18,IE,Hosps
2021-09-18,IS,Hosps
2021-09-18,IT,Hosps
2021-09-18,LI,Hosps
2021-09-18,LV,Hosps
2021-09-18,MT,Hosps
2021-09-18,NL,Hosps
2021-09-18,NO,Hosps
2021-09-18,PL,Hosps
2021-09-18,PT,Hosps
2021-09-18,SI,Hosps
2021-09-18,SK,Hosps
2021-09-20,AT,Hosps
2021-09-20,BE,Hosps
2021-09-20,BG,Hosps
2021-09-20,CH,Hosps
2021-09-20,CY,Hosps
2021-09-20,CZ,Hosps
2021-09-20,DE,Hosps
2021-09-20,DK,Hosps
2021-09-20,EE,Hosps
2021-09-20,ES,Hosps
2021-09-20,FI,Hosps
2021-09-20,FR,Hosps
2021-09-20,GB,Hosps
2021-09-20,GR,Hosps
2021-09-20,HR,Hosps
2021-09-20,HU,Hosps
2021-09-20,IE,Hosps
2021-09-20,IS,Hosps
2021-09-20,IT,Hosps
2021-09-20,LI,Hosps
2021-09-20,LT,Hosps
2021-09-20,LU,Hosps
2021-09-20,LV,Hosps
2021-09-20,MT,Hosps
2021-09-20,NL,Hosps
2021-09-20,NO,Hosps
2021-09-20,PL,Hosps
2021-09-20,PT,Hosps
2021-09-20,RO,Hosps
2021-09-20,SE,Hosps
2021-09-20,SI,Hosps
2021-09-20,SK,Hosps
2021-09-25,AT,Cases
2021-09-25,CY,Cases
2021-09-25,LI,Cases
2021-09-25,SK,Cases
2021-09-25,AT,Deaths
2021-09-25,CY,Deaths
2021-09-25,FI,Deaths
2021-09-25,BE,Hosps
2021-09-25,BG,Hosps
2021-09-25,CH,Hosps
2021-09-25,CY,Hosps
2021-09-25,CZ,Hosps
2021-09-25,DK,Hosps
2021-09-25,EE,Hosps
2021-09-25,ES,Hosps
2021-09-25,FR,Hosps
2021-09-25,GB,Hosps
2021-09-25,GR,Hosps
2021-09-25,HR,Hosps
2021-09-25,IE,Hosps
2021-09-25,IS,Hosps
2021-09-25,IT,Hosps
2021-09-25,LI,Hosps
2021-09-25,LV,Hosps
2021-09-25,MT,Hosps
